 "Trigger_Waveform" , "Rise_Time" , "Dwell_Time" , "Fall_Time" , "Echo_Time" , "Final_Rise_Time" , "Max_Voltage_Amplitude" , "Min_Voltage_Amplitude" , "Period" , "Idle_Voltage" , "Amplitude" , "Waveform_Type" , "nozzle" , "Nozzle_Temp" , "Droplet_Ejected" , "Droplet_Visible" , "Droplet_Tail" , "Droplet_Satellites" , "Droplet_T1" , "Droplet_T2" , "Droplet_Diameter" , "Droplet_Velocity" , "Droplet_Distance_Traveled" , "Ink" ,
 "TR-6" , "2" , "20" , "4" , "20" , "2" , "40" , "-40" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "656.0" , "1100.0" , "127.262" , "1.0220022522522523" , "453.769" , "50 Glycerol" ,
 "TR-20" , "2" , "80" , "4" , "80" , "2" , "50" , "-50" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "800.0" , "1322.0" , "133.708" , "1.007080459770115" , "525.696" , "50 Glycerol" ,
 "TR-21" , "2" , "80" , "4" , "80" , "2" , "60" , "-60" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "400.0" , "878.0" , "136.891" , "1.6300753138075315" , "779.176" , "50 Glycerol" ,
 "TR-22" , "2" , "80" , "4" , "80" , "2" , "70" , "-70" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "700.0" , "1100.0" , "143.258" , "1.7755075" , "710.203" , "50 Glycerol" ,
 "TR-23" , "2" , "80" , "4" , "80" , "2" , "80" , "-80" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "356.0" , "600.0" , "152.809" , "1.9316926229508198" , "471.333" , "50 Glycerol" ,
 "TR-24" , "2" , "80" , "4" , "80" , "2" , "90" , "-90" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "878.0" , "1378.0" , "162.36" , "1.956482" , "978.241" , "50 Glycerol" ,
 "TR-31" , "2" , "10" , "4" , "10" , "2" , "80" , "-80" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "411.0" , "1144.0" , "93.47" , "1.6221555252387447" , "1189.04" , "50 Glycerol" ,
 "TR-100" , "2" , "10" , "2" ,  ,  , "60" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "700.0" , "1689.0" , "111.79" , "1.155005055611729" , "1142.3" , "50 Glycerol" ,
 "TR-101" , "2" , "10" , "2" ,  ,  , "70" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "533.0" , "1011.0" , "112.98" , "1.992510460251046" , "952.42" , "50 Glycerol" ,
 "TR-91" , "2" , "40" , "2" ,  ,  , "60" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "544.0" , "1956.0" , "115.75" , "0.4989235127478754" , "704.48" , "50 Glycerol" ,
 "TR-93" , "2" , "40" , "2" ,  ,  , "80" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "878.0" , "1411.0" , "134.78" , "1.9041463414634145" , "1014.91" , "50 Glycerol" ,
 "TR-92" , "2" , "40" , "2" ,  ,  , "70" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "500.0" , "1856.0" , "135.57" , "1.1888126843657816" , "1612.03" , "50 Glycerol" ,
 "TR-94" , "2" , "40" , "2" ,  ,  , "90" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "844.0" , "1411.0" , "149.84" , "1.7151499118165785" , "972.49" , "50 Glycerol" ,
 "TR-81" , "2" , "20" , "2" ,  ,  , "50" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "578.0" , "1722.0" , "152.22" , "1.5090472027972026" , "1726.35" , "50 Glycerol" ,
 "TR-105" , "2" , "20" , "4" , "20" , "2" , "40" , "-20" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "289.0" , "1022.0" , "112.58" , "1.9910914051841746" , "1459.47" , "50 Glycerol" ,
 "TR-110" , "2" , "40" , "4" , "40" , "2" , "40" , "-20" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "956.0" , "1767.0" , "149.84" , "0.7920345252774353" , "642.34" , "50 Glycerol" ,
 "TR-16" , "2" , "40" , "4" , "40" , "2" , "90" , "-90" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "1756.0" , "2422.0" , "173.1" , "0.42265765765765767" , "281.49" , "80 Glycerol" ,
 "TR-102" , "2" , "10" , "2" ,  ,  , "80" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "944.0" , "2089.0" , "133.34" , "1.2555982532751093" , "1437.66" , "80 Glycerol" ,
 "TR-82" , "2" , "20" , "2" ,  ,  , "60" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "389.0" , "2500.0" , "134.13" , "0.7235575556608242" , "1527.43" , "80 Glycerol" ,
 "TR-111" , "2" , "40" , "4" , "40" , "2" , "60" , "-30" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "311.0" , "2500.0" , "130.94" , "0.10576975788031065" , "231.53" , "80 Glycerol" ,
 "TR-117" , "2" , "10" , "4" , "10" , "2" , "80" , "-40" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "833.0" , "2189.0" , "132.93" , "1.1164085545722713" , "1513.85" , "80 Glycerol" ,
 "TR-113" , "2" , "40" , "4" , "40" , "2" , "90" , "-45" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "811.0" , "1400.0" , "152.1" , "1.993056027164686" , "1173.91" , "80 Glycerol" ,
 "TR-112" , "2" , "40" , "4" , "40" , "2" , "80" , "-40" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "800.0" , "1733.0" , "153.29" , "1.6381028938906752" , "1528.35" , "80 Glycerol" ,
 "TR-36" ,  ,  ,  ,  ,  , "50" , "-50" , "100" , "0" , "50" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "493.0" , "1611.0" , "117.81" , "1.3828980322003577" , "1546.08" , "DI Water" ,
 "TR-37" ,  ,  ,  ,  ,  , "60" , "-60" , "100" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "456.0" , "889.0" , "109.0" , "1.6210392609699769" , "701.91" , "DI Water" ,
 "TR-38" ,  ,  ,  ,  ,  , "70" , "-70" , "100" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "722.0" , "1433.0" , "109.02" , "1.3839381153305204" , "983.98" , "DI Water" ,
 "TR-56" ,  ,  ,  ,  ,  , "70" , "-70" , "125" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "767.0" , "2500.0" , "116.72" , "0.6982573571840738" , "1210.08" , "DI Water" ,
 "TR-57" ,  ,  ,  ,  ,  , "80" , "-80" , "125" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "422.0" , "1789.0" , "113.07" , "1.2148207754206293" , "1660.66" , "DI Water" ,
 "TR-39" ,  ,  ,  ,  ,  , "80" , "-80" , "100" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "322.0" , "1144.0" , "95.42" , "1.9778102189781022" , "1625.76" , "DI Water" ,
 "TR-75" ,  ,  ,  ,  ,  , "80" , "-80" , "200" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "244.0" , "1278.0" , "96.89" , "0.7219439071566731" , "746.49" , "DI Water" ,
 "TR-58" ,  ,  ,  ,  ,  , "90" , "-90" , "125" , "0" , "90" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "478.0" , "1378.0" , "111.24" , "1.5961888888888889" , "1436.57" , "DI Water" ,
 "TR-76" ,  ,  ,  ,  ,  , "90" , "-90" , "200" , "0" , "90" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "444.0" , "1922.0" , "122.58" , "1.1839242219215156" , "1749.84" , "DI Water" ,
 "TR-3" , "2" , "20" , "4" , "20" , "2" , "70" , "-70" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "true" , "true" , "433.0" , "789.0" , "105.74" , "1.2618539325842697" , "449.22" , "DI Water" ,
 "TR-11" , "2" , "40" , "4" , "40" , "2" , "40" , "-40" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "333.0" , "556.0" , "108.31" , "1.3171748878923768" , "293.73" , "DI Water" ,
 "TR-18" , "2" , "80" , "4" , "80" , "2" , "20" , "-20" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "456.0" , "1211.0" , "83.67" , "0.9450331125827814" , "713.5" , "DI Water" ,
 "TR-83" , "2" , "20" , "2" ,  ,  , "70" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "389.0" , "1367.0" , "104.1" , "1.4231492842535787" , "1391.84" , "DI Water" ,
 "TR-84" , "2" , "20" , "2" ,  ,  , "80" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "322.0" , "789.0" , "104.1" , "1.6795289079229123" , "784.34" , "DI Water" ,
 "TR-101" , "2" , "10" , "2" ,  ,  , "70" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "656.0" , "2156.0" , "107.9" , "0.93934" , "1409.01" , "DI Water" ,
 "TR-100" , "2" , "10" , "2" ,  ,  , "60" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "389.0" , "744.0" , "107.9" , "1.8144788732394366" , "644.14" , "DI Water" ,
 "TR-98" , "2" , "10" , "2" ,  ,  , "40" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "511.0" , "1100.0" , "108.5" , "1.1775891341256368" , "693.6" , "DI Water" ,
 "TR-93" , "2" , "40" , "2" ,  ,  , "80" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "322.0" , "689.0" , "110.2" , "1.5027792915531335" , "551.52" , "DI Water" ,
 "TR-99" , "2" , "10" , "2" ,  ,  , "50" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "289.0" , "900.0" , "127.5" , "1.3540098199672668" , "827.3" , "DI Water" ,
 "TR-92" , "2" , "40" , "2" ,  ,  , "70" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "1822.0" , "2478.0" , "142.4" , "0.7749237804878049" , "508.35" , "DI Water" ,
 "TR-91" , "2" , "40" , "2" ,  ,  , "60" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "822.0" , "2500.0" , "145.5" , "0.4107687723480334" , "689.27" , "DI Water" ,
 "TR-80" , "2" , "20" , "2" ,  ,  , "40" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "222.0" , "989.0" , "55.86" , "1.4935593220338983" , "1145.56" , "DI Water" ,
 "TR-79" , "2" , "20" , "2" ,  ,  , "30" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "322.0" , "778.0" , "57.25" , "1.4348245614035087" , "654.28" , "DI Water" ,
 "TR-115" , "2" , "10" , "4" , "10" , "2" , "40" , "-20" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "289.0" , "922.0" , "108.7" , "1.153870458135861" , "730.4" , "DI Water" ,
 "TR-110" , "2" , "40" , "4" , "40" , "2" , "40" , "-20" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "false" , "278.0" , "2011.0" , "125.2" , "1.0748413156376226" , "1862.7" , "DI Water" ,
 "TR-105" , "2" , "20" , "4" , "20" , "2" , "40" , "-20" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "26.0" , "true" , "true" , "false" , "true" , "1522.0" , "2500.0" , "143.9" , "0.5072597137014315" , "496.1" , "DI Water" ,
 "TR-46" ,  ,  ,  ,  ,  , "60" , "-60" , "50" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "356.0" , "700.0" , "131.63" , "0.3454651162790698" , "118.84" , "TangoBlack" ,
 "TR-64" ,  ,  ,  ,  ,  , "60" , "-60" , "75" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "467.0" , "1144.0" , "150.65" , "1.2372968980797636" , "837.65" , "TangoBlack" ,
 "TR-64" ,  ,  ,  ,  ,  , "60" , "-60" , "75" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "433.0" , "711.0" , "152.29" , "1.3085611510791366" , "363.78" , "TangoBlack" ,
 "TR-38" ,  ,  ,  ,  ,  , "70" , "-70" , "100" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "433.0" , "744.0" , "132.63" , "1.4217363344051448" , "442.16" , "TangoBlack" ,
 "TR-47" ,  ,  ,  ,  ,  , "70" , "-70" , "50" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "289.0" , "1189.0" , "133.4" , "1.7961666666666667" , "1616.55" , "TangoBlack" ,
 "TR-47" ,  ,  ,  ,  ,  , "70" , "-70" , "50" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "422.0" , "822.0" , "151.64" , "1.8449" , "737.96" , "TangoBlack" ,
 "TR-38" ,  ,  ,  ,  ,  , "70" , "-70" , "100" , "0" , "70" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "500.0" , "989.0" , "172.06" , "1.410838445807771" , "689.9" , "TangoBlack" ,
 "TR-57" ,  ,  ,  ,  ,  , "80" , "-80" , "125" , "0" , "80" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "533.0" , "2478.0" , "152.69" , "0.2937223650385604" , "571.29" , "TangoBlack" ,
 "TR-58" ,  ,  ,  ,  ,  , "90" , "-90" , "125" , "0" , "90" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "533.0" , "1033.0" , "151.16" , "1.42706" , "713.53" , "TangoBlack" ,
 "TR-58" ,  ,  ,  ,  ,  , "90" , "-90" , "125" , "0" , "90" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "522.0" , "1789.0" , "153.03" , "1.3468429360694554" , "1706.45" , "TangoBlack" ,
 "TR-13" , "2" , "40" , "4" , "40" , "2" , "60" , "-60" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "1000.0" , "2322.0" , "148.67" , "1.1123676248108925" , "1470.55" , "TangoBlack" ,
 "TR-21" , "2" , "80" , "4" , "80" , "2" , "60" , "-60" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "411.0" , "811.0" , "151.32" , "1.099" , "439.6" , "TangoBlack" ,
 "TR-21" , "2" , "80" , "4" , "80" , "2" , "60" , "-60" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "589.0" , "1300.0" , "151.64" , "1.009381153305204" , "717.67" , "TangoBlack" ,
 "TR-14" , "2" , "40" , "4" , "40" , "2" , "70" , "-70" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "733.0" , "1400.0" , "152.24" , "1.984152923538231" , "1323.43" , "TangoBlack" ,
 "TR-2" , "2" , "20" , "4" , "20" , "2" , "60" , "-60" ,  ,  ,  , "Symmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "811.0" , "1400.0" , "154.02" , "1.944516129032258" , "1145.32" , "TangoBlack" ,
 "TR-85" , "2" , "20" , "2" ,  ,  , "90" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "500.0" , "1144.0" , "104.5" , "0.6558229813664597" , "422.35" , "TangoBlack" ,
 "TR-94" , "2" , "40" , "2" ,  ,  , "90" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "489.0" , "1267.0" , "107.3" , "0.791452442159383" , "615.75" , "TangoBlack" ,
 "TR-94" , "2" , "40" , "2" ,  ,  , "90" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "489.0" , "778.0" , "113.94" , "0.9111764705882353" , "263.33" , "TangoBlack" ,
 "TR-85" , "2" , "20" , "2" ,  ,  , "90" , "0" ,  ,  ,  , "Unipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "554.0" , "744.0" , "125.97" , "1.6911052631578947" , "321.31" , "TangoBlack" ,
 "TR-112" , "2" , "40" , "4" , "40" , "2" , "80" , "-40" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "467.0" , "922.0" , "108.99" , "1.6565274725274726" , "753.72" , "TangoBlack" ,
 "TR-112" , "2" , "40" , "4" , "40" , "2" , "80" , "-40" ,  ,  ,  , "Unsymmetric Bipolar Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "478.0" , "822.0" , "125.93" , "1.780988372093023" , "612.66" , "TangoBlack" ,
 "TR-64" ,  ,  ,  ,  ,  , "60" , "-60" , "75" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "456.0" , "656.0" , "108.37" , "0.92415" , "184.83" , "VeroClear" ,
 "TR-46" ,  ,  ,  ,  ,  , "60" , "-60" , "50" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "389.0" , "589.0" , "114.63" , "1.19835" , "239.67" , "VeroClear" ,
 "TR-64" ,  ,  ,  ,  ,  , "60" , "-60" , "75" , "0" , "60" , "Sine Waveform" , "https://tw.rpi.edu/web/project/ampo-ink#Nozzle_BC" , "45.0" , "true" , "true" , "false" , "false" , "444.0" , "700.0" , "115.42" , "1.587578125" , "406.42" , "VeroClear" ,
